"ID","BDAT","LACT","Event","DIM","Date","Remark","Protocols","Technician",
      2919 ,08/12/15,   5 ,DIARHEA    ,  99 ,10/31/21,                ,PUMP/BOLUS,Belsasar,
      2941 ,08/19/15,   5 ,DIARHEA    , 237 ,04/26/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      2947 ,08/22/15,   4 ,PNEU       , 188 ,09/28/21,                ,PolyFlex.22     ,Tara,
      2952 ,08/24/15,   5 ,PNEU       ,  20 ,10/02/21,CEFENIL         ,Ceftiofur.22    ,Diana,
      2971 ,09/02/15,   5 ,DIARHEA    ,   6 ,10/23/21,BOLUS           ,PUMP/BOLUS,Diana,
      2971 ,09/02/15,   5 ,DIARHEA    ,   7 ,10/24/21,                ,PUMP/BOLUS,Belsasar,
      2994 ,09/11/15,   5 ,DIARHEA    ,  11 ,08/25/21,BOLUS           ,PUMP/BOLUS,Tara,
      2994 ,09/11/15,   5 ,DIARHEA    ,  19 ,09/02/21,BOLUS           ,PUMP/BOLUS,Tara,
      2994 ,09/11/15,   5 ,DIARHEA    ,  21 ,09/04/21,BOLUS           ,PUMP/BOLUS,Diana,
      3014 ,09/18/15,   5 ,PNEU       ,   4 ,11/30/21,                ,Ceftiofur.22    ,Diana,
      3034 ,09/23/15,   5 ,PNEU       ,   3 ,10/23/21,                ,Ceftiofur.22    ,Diana,
      3034 ,09/23/15,   5 ,DIARHEA    ,   8 ,10/28/21,DEXAMETH        ,PUMP/BOLUS,Tara,
      3034 ,09/23/15,   5 ,DIARHEA    ,   9 ,10/29/21,BVIT            ,PUMP/BOLUS,Tara,
      3034 ,09/23/15,   5 ,DIARHEA    ,  10 ,10/30/21,                ,PUMP/BOLUS,Diana,
      3058 ,10/04/15,   3 ,DIARHEA    , 543 ,03/14/21,                ,PUMP/BOLUS,,
      3058 ,10/04/15,   4 ,DIARHEA    ,   0 ,03/15/21,                ,PUMP/BOLUS,Diana,
      3058 ,10/04/15,   4 ,DIARHEA    ,   1 ,03/16/21,                ,PUMP/BOLUS,Diana,
      3080 ,10/09/15,   5 ,PNEU       ,  94 ,02/02/22,OXYTET          ,OXYTET.50       ,Diana,
      3080 ,10/09/15,   5 ,PNEU       , 187 ,05/06/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      3080 ,10/09/15,   6 ,DIARHEA    ,   5 ,12/12/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
      3085 ,10/14/15,   4 ,DIARHEA    , 313 ,11/02/21,                ,PUMP/BOLUS,Belsasar,
      3087 ,10/15/15,   4 ,DIARHEA    , 405 ,11/09/21,MAGLAX          ,PUMP/BOLUS,Diana,
      3096 ,10/19/15,   6 ,DIARHEA    ,  10 ,10/03/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3098 ,10/21/15,   5 ,DIARHEA    ,  17 ,12/04/21,                ,PUMP/BOLUS,Diana,
      3098 ,10/21/15,   5 ,DIARHEA    ,  18 ,12/05/21,BOLUS           ,Ceftiofur.22    ,Belsasar,
      3098 ,10/21/15,   5 ,DIARHEA    ,  19 ,12/06/21,                ,PUMP/BOLUS,Diana,
      3098 ,10/21/15,   5 ,PNEU       ,  81 ,02/06/22,OXYTET          ,OXYTET.50       ,Belsasar,
      3164 ,11/23/15,   5 ,PNEU       ,   3 ,12/22/21,                ,PolyFlex.22     ,Diana,
      3166 ,11/25/15,   5 ,PNEU       , 215 ,07/07/22,CEF.22SQ        ,Ceftiofur.22    ,Moise's,
      3173 ,12/01/15,   5 ,DIARHEA    ,  12 ,09/19/21,                ,PUMP/BOLUS,Belsasar,
      3227 ,01/06/16,   4 ,DIARHEA    ,   4 ,05/19/21,                ,PUMP/BOLUS,Tara,
      3227 ,01/06/16,   4 ,DIARHEA    ,  13 ,05/28/21,                ,PUMP/BOLUS,Tara,
      3227 ,01/06/16,   5 ,DIARHEA    ,   4 ,06/29/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3227 ,01/06/16,   5 ,DIARHEA    ,   7 ,07/02/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3227 ,01/06/16,   5 ,DIARHEA    ,  13 ,07/08/22,CEF.26SQ        ,Ceftiofur.26    ,,
      3246 ,01/16/16,   4 ,DIARHEA    , 115 ,04/22/21,                ,PUMP/BOLUS,Diana,
      3246 ,01/16/16,   4 ,DIARHEA    , 116 ,04/23/21,                ,PUMP/BOLUS,Diana,
      3252 ,01/19/16,   5 ,DIARHEA    ,   2 ,11/06/21,                ,PUMP/BOLUS,Diana,
      3252 ,01/19/16,   5 ,DIARHEA    ,   3 ,11/07/21,                ,PUMP/BOLUS,Belsasar,
      3252 ,01/19/16,   5 ,DIARHEA    ,   4 ,11/08/21,                ,PUMP/BOLUS,Diana,
      3263 ,01/25/16,   5 ,PNEU       ,  39 ,08/28/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      3272 ,01/26/16,   5 ,DIARHEA    ,   1 ,04/14/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3272 ,01/26/16,   5 ,PNEU       ,  24 ,05/07/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      3272 ,01/26/16,   5 ,PNEU       , 123 ,08/14/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      3302 ,02/16/16,   5 ,PNEU       ,  31 ,08/14/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      3302 ,02/16/16,   5 ,PNEU       ,  79 ,10/01/22,XC.17BOE        ,EXCEDE.17       ,,
      3308 ,02/19/16,   5 ,DIARHEA    ,  11 ,04/11/22,PMP.BOL         ,PUMP/BOLUS,,
      3308 ,02/19/16,   5 ,DIARHEA    ,  12 ,04/12/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3308 ,02/19/16,   5 ,DIARHEA    ,  29 ,04/29/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3308 ,02/19/16,   5 ,DIARHEA    ,  32 ,05/02/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3308 ,02/19/16,   5 ,DIARHEA    , 115 ,07/24/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3367 ,03/15/16,   5 ,DIARHEA    ,  14 ,09/11/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3370 ,03/16/16,   4 ,DIARHEA    ,  16 ,04/06/21,                ,PUMP/BOLUS,Diana,
      3370 ,03/16/16,   4 ,DIARHEA    ,  17 ,04/07/21,                ,PUMP/BOLUS,Diana,
      3370 ,03/16/16,   4 ,DIARHEA    ,  18 ,04/08/21,                ,PUMP/BOLUS,Diana,
      3372 ,03/19/16,   5 ,DIARHEA    ,  16 ,02/06/22,                ,PUMP/BOLUS,Diana,
      3372 ,03/19/16,   5 ,DIARHEA    ,  17 ,02/07/22,                ,PUMP/BOLUS,Diana,
      3383 ,03/25/16,   4 ,DIARHEA    ,   7 ,06/22/21,ALF/YMCP,PUMP/BOLUS,Tara,
      3386 ,03/27/16,   5 ,PNEU       ,   2 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      3390 ,03/28/16,   5 ,DIARHEA    ,   5 ,02/25/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      3391 ,03/29/16,   5 ,PNEU       ,   3 ,08/09/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      3391 ,03/29/16,   5 ,DIARHEA    ,  12 ,08/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3391 ,03/29/16,   5 ,DIARHEA    ,  17 ,08/23/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3394 ,03/29/16,   4 ,DIARHEA    ,   5 ,03/30/21,                ,PUMP/BOLUS,Diana,
      3394 ,03/29/16,   4 ,DIARHEA    ,   6 ,03/31/21,                ,PUMP/BOLUS,Diana,
      3417 ,04/09/16,   6 ,DIARHEA    ,   2 ,03/27/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      3417 ,04/09/16,   6 ,DIARHEA    ,   2 ,03/27/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      3418 ,04/10/16,   4 ,DIARHEA    ,  10 ,06/02/21,                ,PUMP/BOLUS,Tara,
      3418 ,04/10/16,   4 ,DIARHEA    ,  11 ,06/03/21,                ,PUMP/BOLUS,Tara,
      3418 ,04/10/16,   4 ,DIARHEA    ,  12 ,06/04/21,                ,PUMP/BOLUS,Tara,
      3430 ,04/14/16,   4 ,DIARHEA    ,   4 ,05/28/21,YMCP/LAX,PUMP/BOLUS,Tara,
      3443 ,04/21/16,   5 ,PNEU       ,  21 ,02/05/22,VIT B           ,Ceftiofur.22    ,Diana,
      3444 ,04/21/16,   4 ,DIARHEA    ,   2 ,03/26/21,BOLISORB        ,PUMP/BOLUS,,
      3444 ,04/21/16,   4 ,DIARHEA    ,   3 ,03/27/21,BOLISORB        ,PUMP/BOLUS,,
      3444 ,04/21/16,   4 ,DIARHEA    ,   4 ,03/28/21,                ,PUMP/BOLUS,Belsasar,
      3462 ,05/01/16,   5 ,DIARHEA    ,   9 ,02/26/22,                ,PUMP/BOLUS,Diana,
      3462 ,05/01/16,   5 ,DIARHEA    ,  10 ,02/27/22,                ,PUMP/BOLUS,Belsasar,
      3462 ,05/01/16,   5 ,DIARHEA    ,  11 ,02/28/22,                ,PUMP/BOLUS,Diana,
      3462 ,05/01/16,   5 ,DIARHEA    ,  13 ,03/02/22,                ,PUMP/BOLUS,Diana,
      3462 ,05/01/16,   5 ,DIARHEA    ,  14 ,03/03/22,                ,PUMP/BOLUS,Diana,
      3463 ,05/01/16,   6 ,DIARHEA    , 261 ,11/08/23,PMP.BOL         ,PUMP/BOLUS,Samuel,
      3463 ,05/01/16,   6 ,DIARHEA    , 265 ,11/12/23,PMP.BOL         ,PUMP/BOLUS,Samuel,
      3468 ,05/03/16,   5 ,PNEU       ,   5 ,03/28/22,                ,PolyFlex.22     ,Diana,
      3480 ,05/08/16,   5 ,PNEU       ,   3 ,08/12/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      3488 ,05/10/16,   4 ,PNEU       ,  17 ,04/06/21,                ,Ceftiofur.22    ,Diana,
      3489 ,05/10/16,   4 ,DIARHEA    ,   4 ,07/06/21,                ,PUMP/BOLUS,Tara,
      3489 ,05/10/16,   5 ,PNEU       ,  33 ,08/09/22,POL.26IM        ,Polyflex.26     ,Moise's,
      3494 ,05/13/16,   5 ,PNEU       ,  63 ,08/12/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      3510 ,05/15/16,   5 ,PNEU       ,  36 ,08/21/22,CEF.26SQ        ,Ceftiofur.26    ,Diana,
      3514 ,05/16/16,   5 ,PNEU       ,  80 ,07/24/22,XC.20BOE        ,EXCEDE.20       ,Diana,
      3527 ,05/22/16,   5 ,DIARHEA    ,  11 ,05/31/22,CEF.26SQ        ,Ceftiofur.26    ,,
      3560 ,06/03/16,   4 ,DIARHEA    , 105 ,07/18/21,BVIT            ,PUMP/BOLUS,Belsasar,
      3561 ,06/04/16,   5 ,DIARHEA    ,  25 ,10/23/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3563 ,06/06/16,   5 ,DIARHEA    ,   8 ,06/11/22,PMP.BOL         ,PUMP/BOLUS,Miguel,
      3571 ,06/08/16,   4 ,PNEU       ,  31 ,07/30/21,PENICILL        ,PENICILLIN      ,Tara,
      3605 ,06/27/16,   4 ,DIARHEA    ,  19 ,10/23/21,BOLUS           ,PUMP/BOLUS,Diana,
      3605 ,06/27/16,   4 ,DIARHEA    ,  20 ,10/24/21,                ,PUMP/BOLUS,Belsasar,
      3611 ,06/29/16,   6 ,DIARHEA    ,   7 ,07/13/23,XC.20BOE        ,EXCEDE.20       ,,
      3622 ,07/05/16,   4 ,DIARHEA    ,   7 ,04/03/21,                ,PUMP/BOLUS,Diana,
      3622 ,07/05/16,   4 ,DIARHEA    ,   8 ,04/04/21,                ,PUMP/BOLUS,Belsasar,
      3622 ,07/05/16,   4 ,DIARHEA    ,   9 ,04/05/21,                ,PUMP/BOLUS,Diana,
      3657 ,07/20/16,   5 ,PNEU       ,   5 ,08/13/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      3715 ,08/14/16,   5 ,DIARHEA    ,  27 ,09/10/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3715 ,08/14/16,   5 ,DIARHEA    ,  38 ,09/21/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3719 ,08/16/16,   4 ,DIARHEA    , 224 ,01/15/22,                ,PUMP/BOLUS,Diana,
      3719 ,08/16/16,   4 ,DIARHEA    , 225 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
      3719 ,08/16/16,   4 ,DIARHEA    , 226 ,01/17/22,                ,PUMP/BOLUS,Diana,
      3724 ,08/19/16,   5 ,PNEU       ,   3 ,08/04/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      3749 ,08/25/16,   5 ,DIARHEA    ,   3 ,09/19/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3749 ,08/25/16,   5 ,DIARHEA    ,   6 ,09/22/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3766 ,08/31/16,   4 ,PNEU       , 285 ,07/09/22,CEF.22SQ        ,Ceftiofur.22    ,Moise's,
      3780 ,09/04/16,   4 ,DIARHEA    ,   9 ,09/19/21,                ,PUMP/BOLUS,Belsasar,
      3780 ,09/04/16,   5 ,DIARHEA    ,  72 ,11/12/22,PMP.BOL         ,PUMP/BOLUS,,
      3780 ,09/04/16,   5 ,DIARHEA    ,  73 ,11/13/22,PMP.BOL         ,PUMP/BOLUS,Nico,
      3784 ,09/06/16,   4 ,DIARHEA    ,  11 ,10/23/21,BOLUS           ,PUMP/BOLUS,Diana,
      3784 ,09/06/16,   4 ,DIARHEA    ,  12 ,10/24/21,                ,PUMP/BOLUS,Belsasar,
      3793 ,09/10/16,   4 ,DIARHEA    ,   8 ,11/26/21,                ,PUMP/BOLUS,Diana,
      3793 ,09/10/16,   4 ,DIARHEA    ,   9 ,11/27/21,                ,PUMP/BOLUS,Diana,
      3793 ,09/10/16,   4 ,DIARHEA    ,  10 ,11/28/21,                ,PUMP/BOLUS,Belsasar,
      3793 ,09/10/16,   5 ,DIARHEA    ,   7 ,12/03/22,PMP.BOL         ,PUMP/BOLUS,Lidia,
      3795 ,09/11/16,   3 ,DIARHEA    , 350 ,11/09/21,MAGLAX          ,PUMP/BOLUS,Diana,
      3795 ,09/11/16,   4 ,DIARHEA    ,  12 ,11/23/21,                ,PUMP/BOLUS,Diana,
      3795 ,09/11/16,   4 ,DIARHEA    ,  13 ,11/24/21,                ,PUMP/BOLUS,Diana,
      3795 ,09/11/16,   4 ,DIARHEA    ,  14 ,11/25/21,                ,PUMP/BOLUS,Diana,
      3799 ,09/13/16,   4 ,DIARHEA    ,   3 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
      3799 ,09/13/16,   4 ,DIARHEA    ,   4 ,01/17/22,                ,PUMP/BOLUS,Diana,
      3799 ,09/13/16,   4 ,DIARHEA    ,   5 ,01/18/22,                ,PUMP/BOLUS,Diana,
      3805 ,09/16/16,   5 ,PNEU       , 326 ,05/25/23,XC.20BOE        ,EXCEDE.20       ,,
      3821 ,09/20/16,   4 ,DIARHEA    ,   5 ,11/29/21,                ,PUMP/BOLUS,Diana,
      3821 ,09/20/16,   4 ,DIARHEA    ,   6 ,11/30/21,                ,PUMP/BOLUS,Diana,
      3821 ,09/20/16,   4 ,DIARHEA    ,   7 ,12/01/21,                ,PUMP/BOLUS,Diana,
      3830 ,09/27/16,   5 ,PNEU       ,  33 ,08/25/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      3861 ,10/09/16,   4 ,PNEU       ,  30 ,09/02/21,                ,PolyFlex.22     ,Tara,
      3870 ,10/13/16,   4 ,PNEU       ,  35 ,11/04/21,                ,PolyFlex.22     ,Diana,
      3876 ,10/14/16,   5 ,DIARHEA    ,   9 ,09/02/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      3876 ,10/14/16,   5 ,DIARHEA    ,  15 ,09/08/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3881 ,10/15/16,   4 ,PNEU       ,   1 ,08/20/21,                ,Ceftiofur.22    ,Belsasar,
      3901 ,10/30/16,   4 ,DIARHEA    ,  12 ,02/22/22,                ,PUMP/BOLUS,Diana,
      3901 ,10/30/16,   4 ,DIARHEA    ,  13 ,02/23/22,                ,PUMP/BOLUS,Diana,
      3901 ,10/30/16,   4 ,DIARHEA    ,  14 ,02/24/22,                ,PUMP/BOLUS,Diana,
      3914 ,11/02/16,   4 ,DIARHEA    ,  81 ,01/14/22,                ,PUMP/BOLUS,Diana,
      3914 ,11/02/16,   4 ,DIARHEA    ,  82 ,01/15/22,                ,PUMP/BOLUS,Diana,
      3914 ,11/02/16,   4 ,DIARHEA    ,  83 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
      3925 ,11/11/16,   3 ,DIARHEA    , 202 ,03/12/21,                ,PUMP/BOLUS,Diana,
      3925 ,11/11/16,   4 ,DIARHEA    ,  99 ,11/20/21,                ,PUMP/BOLUS,Diana,
      3925 ,11/11/16,   4 ,DIARHEA    , 100 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
      3925 ,11/11/16,   4 ,DIARHEA    , 101 ,11/22/21,                ,PUMP/BOLUS,Diana,
      3929 ,11/13/16,   4 ,PNEU       ,  32 ,06/24/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      3929 ,11/13/16,   4 ,PNEU       ,  68 ,07/30/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      3941 ,11/18/16,   5 ,DIARHEA    ,   7 ,10/05/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      3975 ,12/08/16,   4 ,DIARHEA    ,  21 ,02/06/22,                ,PUMP/BOLUS,Diana,
      3975 ,12/08/16,   4 ,DIARHEA    ,  22 ,02/07/22,VIT B           ,PUMP/BOLUS,Diana,
      3975 ,12/08/16,   4 ,DIARHEA    ,  23 ,02/08/22,                ,PUMP/BOLUS,Diana,
      3983 ,12/11/16,   4 ,DIARHEA    ,   9 ,09/26/21,                ,PUMP/BOLUS,Belsasar,
      3983 ,12/11/16,   4 ,DIARHEA    ,  11 ,09/28/21,                ,PUMP/BOLUS,Tara,
      4000 ,12/18/16,   3 ,PNEU       ,   3 ,03/23/21,                ,Ceftiofur.22    ,Diana,
      4000 ,12/18/16,   4 ,DIARHEA    ,   7 ,06/29/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4005 ,12/19/16,   4 ,DIARHEA    ,   3 ,11/09/21,                ,PUMP/BOLUS,Diana,
      4005 ,12/19/16,   4 ,DIARHEA    ,   4 ,11/10/21,                ,PUMP/BOLUS,Diana,
      4005 ,12/19/16,   4 ,DIARHEA    ,   5 ,11/11/21,                ,PUMP/BOLUS,Diana,
      4005 ,12/19/16,   4 ,DIARHEA    ,  15 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
      4005 ,12/19/16,   4 ,DIARHEA    ,  16 ,11/22/21,                ,PUMP/BOLUS,Diana,
      4005 ,12/19/16,   4 ,DIARHEA    ,  17 ,11/23/21,                ,PUMP/BOLUS,Diana,
      4012 ,12/21/16,   4 ,DIARHEA    ,   8 ,01/12/22,                ,PUMP/BOLUS,Diana,
      4012 ,12/21/16,   4 ,DIARHEA    ,   9 ,01/13/22,                ,PUMP/BOLUS,Diana,
      4012 ,12/21/16,   4 ,DIARHEA    ,  10 ,01/14/22,                ,PUMP/BOLUS,Diana,
      4019 ,12/23/16,   3 ,DIARHEA    , 159 ,05/07/21,                ,PUMP/BOLUS,Diana,
      4019 ,12/23/16,   3 ,DIARHEA    , 160 ,05/08/21,                ,PUMP/BOLUS,Diana,
      4019 ,12/23/16,   3 ,DIARHEA    , 161 ,05/09/21,                ,PUMP/BOLUS,Nico,
      4019 ,12/23/16,   4 ,DIARHEA    ,  11 ,01/15/22,                ,PUMP/BOLUS,Diana,
      4019 ,12/23/16,   4 ,DIARHEA    ,  12 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
      4019 ,12/23/16,   4 ,DIARHEA    ,  13 ,01/17/22,                ,PUMP/BOLUS,Diana,
      4020 ,12/25/16,   4 ,DIARHEA    ,  24 ,03/11/22,                ,PUMP/BOLUS,Diana,
      4020 ,12/25/16,   4 ,DIARHEA    , 159 ,07/24/22,PMP.BOL         ,PUMP/BOLUS,Diana,
      4039 ,01/01/17,   4 ,DIARHEA    ,   5 ,02/22/22,                ,PUMP/BOLUS,Diana,
      4039 ,01/01/17,   4 ,DIARHEA    ,   6 ,02/23/22,                ,PUMP/BOLUS,Diana,
      4039 ,01/01/17,   4 ,DIARHEA    ,   7 ,02/24/22,                ,PUMP/BOLUS,Diana,
      4039 ,01/01/17,   4 ,DIARHEA    ,   9 ,02/26/22,                ,PUMP/BOLUS,Diana,
      4039 ,01/01/17,   4 ,DIARHEA    ,  10 ,02/27/22,                ,PUMP/BOLUS,Belsasar,
      4039 ,01/01/17,   4 ,DIARHEA    ,  11 ,02/28/22,                ,PUMP/BOLUS,Diana,
      4048 ,01/06/17,   4 ,DIARHEA    ,   7 ,02/08/22,                ,PUMP/BOLUS,Diana,
      4048 ,01/06/17,   4 ,DIARHEA    ,   8 ,02/09/22,                ,PUMP/BOLUS,Diana,
      4048 ,01/06/17,   4 ,DIARHEA    ,   9 ,02/10/22,                ,PUMP/BOLUS,,
      4048 ,01/06/17,   5 ,DIARHEA    ,   8 ,03/05/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4048 ,01/06/17,   5 ,DIARHEA    ,  13 ,03/10/23,PMP.BOL         ,PUMP/BOLUS,Lidia,
      4051 ,01/08/17,   4 ,DIARHEA    ,   0 ,01/22/22,                ,PUMP/BOLUS,Diana,
      4051 ,01/08/17,   4 ,DIARHEA    ,   1 ,01/23/22,                ,PUMP/BOLUS,Belsasar,
      4051 ,01/08/17,   4 ,DIARHEA    ,   2 ,01/24/22,                ,PUMP/BOLUS,,
      4069 ,01/15/17,   3 ,PNEU       ,  61 ,04/23/21,                ,Ceftiofur.22    ,Diana,
      4069 ,01/15/17,   4 ,PNEU       ,  12 ,05/03/22,XC.17BOE        ,EXCEDE.17       ,Moise's,
      4069 ,01/15/17,   4 ,PNEU       ,  45 ,06/05/22,POL.26IM        ,Polyflex.26     ,Miguel,
      4069 ,01/15/17,   4 ,PNEU       ,  68 ,06/28/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4093 ,01/27/17,   4 ,DIARHEA    ,   6 ,03/19/22,                ,PUMP/BOLUS,Diana,
      4093 ,01/27/17,   4 ,DIARHEA    ,  13 ,03/26/22,KAOLIN          ,PUMP/BOLUS,Diana,
      4094 ,01/27/17,   4 ,DIARHEA    ,  14 ,02/24/22,                ,PUMP/BOLUS,Diana,
      4094 ,01/27/17,   4 ,DIARHEA    ,  15 ,02/25/22,                ,PUMP/BOLUS,Belsasar,
      4094 ,01/27/17,   4 ,DIARHEA    ,  16 ,02/26/22,                ,PUMP/BOLUS,Diana,
      4097 ,01/29/17,   3 ,DIARHEA    , 296 ,11/09/21,MAGLAX          ,PUMP/BOLUS,Diana,
      4101 ,01/31/17,   4 ,DIARHEA    , 161 ,06/22/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4124 ,02/07/17,   4 ,PNEU       ,  32 ,03/22/22,                ,Ceftiofur.22    ,Diana,
      4135 ,02/10/17,   3 ,DIARHEA    ,  71 ,03/22/21,                ,PUMP/BOLUS,Diana,
      4135 ,02/10/17,   3 ,DIARHEA    ,  72 ,03/23/21,                ,PUMP/BOLUS,Diana,
      4135 ,02/10/17,   3 ,DIARHEA    ,  73 ,03/24/21,                ,PUMP/BOLUS,Diana,
      4143 ,02/13/17,   3 ,DIARHEA    ,  19 ,04/12/21,                ,PUMP/BOLUS,Diana,
      4143 ,02/13/17,   3 ,DIARHEA    ,  20 ,04/13/21,                ,PUMP/BOLUS,Diana,
      4143 ,02/13/17,   3 ,DIARHEA    ,  21 ,04/14/21,                ,PUMP/BOLUS,Diana,
      4143 ,02/13/17,   4 ,DIARHEA    , 106 ,07/18/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4143 ,02/13/17,   4 ,DIARHEA    , 107 ,07/19/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4143 ,02/13/17,   4 ,PNEU       , 125 ,08/06/22,POL.26IM        ,Polyflex.26     ,Moise's,
      4145 ,02/13/17,   4 ,DIARHEA    ,  12 ,03/16/22,                ,PUMP/BOLUS,Diana,
      4145 ,02/13/17,   4 ,PNEU       , 132 ,07/14/22,CEF.26SQ        ,Ceftiofur.26    ,Moise's,
      4153 ,02/16/17,   4 ,PNEU       , 150 ,07/05/22,POL.26IM        ,Polyflex.26     ,Moise's,
      4157 ,02/17/17,   4 ,DIARHEA    ,  12 ,01/21/22,                ,PUMP/BOLUS,Diana,
      4157 ,02/17/17,   4 ,DIARHEA    ,  13 ,01/22/22,                ,PUMP/BOLUS,Diana,
      4157 ,02/17/17,   4 ,DIARHEA    ,  14 ,01/23/22,                ,PUMP/BOLUS,Belsasar,
      4159 ,02/17/17,   4 ,PNEU       , 148 ,08/02/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4183 ,02/28/17,   4 ,PNEU       ,  36 ,03/16/22,EXCEDE          ,EXCEDE.17       ,Diana,
      4183 ,02/28/17,   4 ,PNEU       ,  80 ,04/29/22,XC.20BOE        ,EXCEDE.20       ,Moise's,
      4183 ,02/28/17,   5 ,DIARHEA    ,   2 ,03/12/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      4184 ,02/28/17,   5 ,DIARHEA    ,  13 ,04/16/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      4185 ,04/25/20,   2 ,DIARHEA    ,   8 ,04/20/23,PMP.BOL         ,PUMP/BOLUS,Mayte,
      4190 ,03/04/17,   4 ,DIARHEA    ,  52 ,01/15/22,                ,PUMP/BOLUS,Diana,
      4190 ,03/04/17,   4 ,DIARHEA    ,  53 ,01/16/22,                ,PUMP/BOLUS,Belsasar,
      4190 ,03/04/17,   4 ,DIARHEA    ,  54 ,01/17/22,                ,PUMP/BOLUS,Diana,
      4190 ,03/04/17,   4 ,DIARHEA    , 105 ,03/09/22,                ,PUMP/BOLUS,Diana,
      4190 ,03/04/17,   4 ,DIARHEA    , 106 ,03/10/22,                ,PUMP/BOLUS,Diana,
      4191 ,03/04/17,   3 ,DIARHEA    ,   4 ,11/19/21,                ,Ceftiofur.22    ,Diana,
      4191 ,03/04/17,   3 ,DIARHEA    ,   5 ,11/20/21,                ,PUMP/BOLUS,Diana,
      4191 ,03/04/17,   3 ,DIARHEA    ,   6 ,11/21/21,                ,PUMP/BOLUS,Belsasar,
      4191 ,03/04/17,   3 ,DIARHEA    ,   7 ,11/22/21,                ,PUMP/BOLUS,Diana,
      4191 ,03/04/17,   3 ,DIARHEA    ,   8 ,11/23/21,                ,PUMP/BOLUS,Diana,
      4191 ,03/04/17,   3 ,DIARHEA    , 180 ,05/14/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4191 ,03/04/17,   3 ,DIARHEA    , 260 ,08/02/22,PMP.BOL         ,PUMP/BOLUS,Moise's,
      4200 ,03/08/17,   3 ,DIARHEA    ,   6 ,04/30/21,                ,PUMP/BOLUS,Diana,
      4200 ,03/08/17,   3 ,DIARHEA    ,   7 ,05/01/21,                ,PUMP/BOLUS,Diana,
      4200 ,03/08/17,   3 ,DIARHEA    ,   8 ,05/02/21,                ,PUMP/BOLUS,Belsasar,
      4211 ,03/13/17,   3 ,PNEU       , 371 ,06/09/22,POL.26IM        ,Polyflex.26     ,Moise's,
      4217 ,03/16/17,   3 ,DIARHEA    ,  90 ,03/22/21,                ,PUMP/BOLUS,Diana,
